FROM_ID;TO_ID;DURATION_H;DIST_KM
19;3;0,811394444;36,14784
19;4;1,056927778;48,42454
19;5;1,894852778;84,26814
19;6;1,630491667;71,73445
19;7;2,108380556;102,03391
19;8;1,956680556;83,15287
19;9;1,962688889;79,05812
19;10;2,367333333;103,11145
19;11;1,204247222;37,58248
19;12;2,354205556;100,44382
19;13;1,3825;48,04545
19;14;0,376811111;15,438
19;15;1,787352778;86,55857
19;16;0,788241667;23,61086
19;17;2,492963889;95,21081
19;18;1,385883333;41,54027
19;19;0;0
19;20;2,243280556;87,72031
19;21;2,420294444;86,21564
19;22;1,297033333;54,57412
19;23;2,117102778;97,0816
19;24;1,087344444;35,43626
19;25;2,228494444;87,2767
19;26;1,894466667;67,59884
19;27;1,686544444;57,85621
19;28;2,473741667;94,63413
19;29;1,981122222;73,17766
19;30;1,268861111;42,75873
19;31;2,08885;91,1445
19;32;1,006933333;29,80946
19;33;1,291163889;52,35348
19;34;2,016158333;94,33634
19;35;0,392752778;11,78263
19;36;1,298188889;60,07979
19;37;1,774227778;78,18915
19;38;1,799277778;68,05019
19;39;0,740008333;31,11313
19;40;1,030569444;37,81323
19;41;1,994186111;91,66808
19;42;0,929405556;35,29934
19;43;1,120352778;44,59943
19;44;2,7449;114,14504
19;45;0,701669444;20,65147
19;0;1,253908333;51,80084
20;1;0,636013889;19,08049
20;2;2,021202778;81,50148
20;3;2,109008333;91,52968
20;4;2,351191667;70,70684
20;5;2,027894444;72,68479
20;6;1,763533333;60,15111
20;7;2,241422222;90,45057
20;8;2,619352778;90,42863
20;9;0,691641667;20,99373
20;10;2,071116667;62,38777
20;11;1,646172222;61,7396
20;12;1,956847222;51,44882
20;13;1,368613889;52,38888
20;14;2,129369444;85,3056
20;15;1,920394444;74,97523
20;16;1,455041667;64,10952
20;17;0,568063889;17,04204
20;18;2,036955556;83,03372
20;19;2,243280556;87,72031
20;20;0;0
20;21;1,233033333;36,99118
20;22;2,005919444;59,295
20;23;2,250144444;85,49826
20;24;1,738416667;76,92971
20;25;0,351061111;10,53189
20;26;2,027505556;56,0155
20;27;1,654769444;61,54214
20;28;0,389069444;11,67213
20;29;1,202633333;36,03975
20;30;2,18865;86,52491
20;31;2,028322222;61,33908
20;32;2,080447222;90,86613
20;33;1,488022222;43,51862
20;34;2,192133333;87,84473
20;35;2,015983333;80,9014
20;36;2,592455556;82,36209
20;37;1,907269444;66,6058
20;38;0,551016667;16,77501
20;39;2,037622222;86,49497
20;40;1,355916667;59,21551
20;41;1,661122222;48,41271
20;42;1,576766667;65,44416
20;43;1,771422222;86,09288
20;44;2,223394444;63,01062
20;45;1,845636111;76,66622
20;0;1,445047222;42,5941
21;1;0,597647222;17,92954
21;2;2,198216667;79,99682
21;3;2,234083333;69,86362
21;4;2,093716667;62,84534
21;5;1,360269444;50,31879
21;6;1,156266667;41,70856
21;7;1,496047222;45,355
21;8;1,951730556;68,06262
21;9;1,376880556;41,55098
21;10;1,130188889;34,19925
21;11;1,874316667;68,38141
21;12;1,003283333;24,26293
21;13;1,884861111;67,94306
21;14;2,306380556;83,80093
21;15;1,252769444;52,60922
21;16;1,632055556;62,60486
